                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2191,                 1.2103,                 1.3836,                0.80179,                0.80429,                0.85719,                 0.5584,                 1.2314,                0.68403,                  1.416,              0.0033322,              0.0033322,              0.0033322
                      2,                 1.1899,                0.94828,                  1.349,                0.84948,                0.79281,                0.86129,                0.55398,                 1.2601,                0.70215,                 1.4764,              0.0066325,              0.0066325,              0.0066325
                      3,                 1.2375,                 1.0393,                 1.3894,                0.81233,                0.78675,                0.85864,                0.55058,                 1.2623,                0.74329,                   1.49,              0.0098998,              0.0098998,              0.0098998
                      4,                 1.2436,                  1.061,                 1.4126,                0.84381,                0.80374,                0.87123,                0.56551,                  1.265,                0.70484,                 1.5292,              0.0098515,              0.0098515,              0.0098515
                      5,                 1.2061,                0.97092,                 1.3964,                0.86607,                0.82809,                0.89444,                0.58731,                 1.2345,                0.64515,                 1.5076,              0.0098515,              0.0098515,              0.0098515
                      6,                 1.1802,                0.91609,                 1.3825,                0.85448,                0.83711,                0.89991,                0.60402,                  1.218,                0.62425,                 1.4939,               0.009802,               0.009802,               0.009802
                      7,                 1.1663,                 0.8849,                 1.3766,                0.89841,                0.83865,                0.91884,                 0.6161,                 1.2042,                0.58447,                 1.4781,              0.0097525,              0.0097525,              0.0097525
                      8,                 1.1548,                0.85944,                 1.3687,                 0.8952,                0.85981,                0.91976,                0.62227,                 1.2057,                0.58092,                  1.482,               0.009703,               0.009703,               0.009703
                      9,                 1.1432,                 0.8377,                 1.3636,                0.89691,                0.84948,                0.92057,                0.62537,                  1.196,                0.56479,                 1.4787,              0.0096535,              0.0096535,              0.0096535
                     10,                 1.1315,                0.81665,                 1.3586,                0.88068,                0.87543,                0.92777,                 0.6301,                 1.2034,                0.54688,                 1.4929,               0.009604,               0.009604,               0.009604
                     11,                 1.1257,                0.80209,                 1.3563,                0.89991,                0.83982,                0.92516,                 0.6316,                 1.1919,                 0.5467,                 1.4845,              0.0095545,              0.0095545,              0.0095545
                     12,                 1.1191,                0.78848,                 1.3508,                0.91046,                0.85666,                0.92759,                0.63368,                 1.1949,                0.52814,                 1.4793,               0.009505,               0.009505,               0.009505
                     13,                 1.1138,                0.77606,                 1.3532,                0.90636,                0.88485,                0.93502,                0.64146,                 1.1925,                0.51578,                 1.4922,              0.0094555,              0.0094555,              0.0094555
                     14,                 1.1079,                0.76727,                 1.3521,                0.90463,                0.88845,                0.93633,                0.64634,                 1.1898,                0.51489,                 1.4905,               0.009406,               0.009406,               0.009406
                     15,                 1.1046,                0.75905,                 1.3462,                0.88268,                0.89444,                 0.9328,                0.64386,                 1.1924,                0.51874,                  1.495,              0.0093565,              0.0093565,              0.0093565
                     16,                 1.0998,                0.75014,                 1.3455,                0.90309,                0.88407,                0.93286,                0.64078,                 1.1931,                0.51695,                 1.4959,               0.009307,               0.009307,               0.009307
                     17,                 1.0932,                  0.741,                 1.3419,                0.88858,                 0.8973,                0.93919,                0.64934,                 1.1941,                0.51079,                 1.4959,              0.0092575,              0.0092575,              0.0092575
                     18,                 1.0906,                0.73565,                 1.3397,                0.90884,                 0.8913,                0.94004,                0.65012,                 1.1921,                0.50399,                 1.4945,               0.009208,               0.009208,               0.009208
                     19,                  1.085,                 0.7257,                 1.3379,                0.90455,                0.89663,                0.94185,                0.65096,                   1.19,                 0.4974,                 1.4913,              0.0091585,              0.0091585,              0.0091585
                     20,                  1.083,                0.72085,                 1.3356,                0.90252,                0.89963,                0.94366,                0.65471,                 1.1918,                 0.4966,                 1.4945,               0.009109,               0.009109,               0.009109
                     21,                 1.0799,                0.71402,                 1.3316,                0.90184,                 0.8974,                0.94259,                0.65354,                 1.1914,                0.49584,                 1.4959,              0.0090595,              0.0090595,              0.0090595
                     22,                 1.0763,                0.71227,                 1.3331,                0.90617,                0.89766,                0.94577,                0.65358,                 1.1893,                0.49465,                  1.497,                0.00901,                0.00901,                0.00901
                     23,                 1.0727,                0.70286,                 1.3317,                0.90922,                0.89635,                0.94765,                0.65466,                 1.1883,                0.49243,                 1.4981,              0.0089605,              0.0089605,              0.0089605
                     24,                 1.0694,                0.70198,                 1.3282,                0.91455,                0.88982,                0.94554,                0.65593,                 1.1886,                0.49181,                  1.499,               0.008911,               0.008911,               0.008911
                     25,                 1.0638,                0.69249,                 1.3272,                0.92095,                0.88269,                0.94543,                0.65496,                 1.1884,                0.49138,                 1.5001,              0.0088615,              0.0088615,              0.0088615
                     26,                 1.0596,                0.69218,                 1.3262,                0.89807,                0.90539,                0.94483,                 0.6536,                 1.1885,                0.49094,                  1.501,               0.008812,               0.008812,               0.008812
                     27,                 1.0597,                0.68926,                 1.3289,                0.90598,                0.89978,                0.94686,                0.65343,                 1.1888,                0.49023,                 1.5032,              0.0087625,              0.0087625,              0.0087625
                     28,                 1.0558,                0.68152,                 1.3247,                0.90216,                0.89933,                0.94755,                0.65485,                 1.1893,                0.49076,                  1.504,               0.008713,               0.008713,               0.008713
                     29,                 1.0509,                0.67837,                 1.3229,                  0.913,                 0.8893,                0.94734,                0.65418,                 1.1894,                0.49171,                 1.5057,              0.0086635,              0.0086635,              0.0086635
                     30,                 1.0477,                0.67648,                 1.3215,                0.91418,                0.89116,                0.94728,                 0.6548,                 1.1902,                0.49112,                 1.5067,               0.008614,               0.008614,               0.008614
                     31,                 1.0474,                0.67288,                 1.3179,                0.91254,                0.89064,                0.94696,                0.65619,                 1.1907,                0.49217,                 1.5075,              0.0085645,              0.0085645,              0.0085645
                     32,                 1.0432,                0.66923,                  1.317,                0.91459,                0.88699,                0.94639,                  0.656,                 1.1905,                0.49128,                 1.5098,               0.008515,               0.008515,               0.008515
                     33,                 1.0379,                0.66496,                 1.3138,                0.91399,                0.88705,                0.94593,                0.65582,                 1.1904,                0.48982,                 1.5109,              0.0084655,              0.0084655,              0.0084655
                     34,                 1.0358,                0.66219,                 1.3137,                0.91296,                0.88696,                 0.9467,                0.65455,                 1.1911,                0.49009,                 1.5132,               0.008416,               0.008416,               0.008416
                     35,                 1.0316,                0.65912,                 1.3083,                0.91113,                0.88865,                0.94817,                0.65427,                 1.1923,                0.48948,                  1.516,              0.0083665,              0.0083665,              0.0083665
                     36,                 1.0308,                0.65502,                 1.3085,                 0.8931,                0.89923,                0.94615,                0.65589,                  1.193,                0.49068,                 1.5179,               0.008317,               0.008317,               0.008317
                     37,                 1.0279,                0.65456,                 1.3074,                0.90498,                0.88379,                0.94431,                0.65472,                 1.1932,                0.48892,                 1.5203,              0.0082675,              0.0082675,              0.0082675
                     38,                 1.0234,                0.64785,                 1.3059,                0.89971,                0.89216,                0.94501,                0.65512,                 1.1938,                0.48925,                 1.5228,               0.008218,               0.008218,               0.008218
                     39,                 1.0202,                0.64701,                 1.3054,                0.89941,                0.88975,                0.94465,                0.65284,                 1.1937,                0.48887,                 1.5243,              0.0081685,              0.0081685,              0.0081685
                     40,                 1.0172,                0.64317,                 1.3007,                0.91062,                0.88297,                0.94591,                0.65314,                 1.1928,                0.48838,                 1.5245,               0.008119,               0.008119,               0.008119
                     41,                 1.0148,                0.64168,                 1.3019,                0.91204,                0.88015,                0.94394,                0.65389,                 1.1928,                0.48966,                 1.5266,              0.0080695,              0.0080695,              0.0080695
                     42,                   1.01,                0.63964,                 1.2945,                0.90926,                0.88779,                0.94432,                0.65429,                 1.1937,                0.48883,                 1.5285,                0.00802,                0.00802,                0.00802
                     43,                  1.009,                0.63661,                 1.2932,                0.91209,                0.88604,                0.94289,                0.65321,                  1.195,                0.48889,                 1.5311,              0.0079705,              0.0079705,              0.0079705
                     44,                 1.0024,                0.63219,                 1.2962,                0.91576,                0.88348,                0.94169,                0.65265,                 1.1956,                0.48963,                 1.5337,               0.007921,               0.007921,               0.007921
                     45,                 1.0007,                 0.6314,                 1.2921,                0.91422,                0.88388,                0.94147,                 0.6513,                 1.1964,                0.49043,                 1.5356,              0.0078715,              0.0078715,              0.0078715
                     46,                0.99891,                0.62787,                 1.2925,                0.92002,                0.88321,                 0.9417,                 0.6506,                 1.1969,                0.49199,                 1.5374,               0.007822,               0.007822,               0.007822
                     47,                0.99625,                0.62267,                 1.2903,                0.91568,                0.88248,                0.94142,                0.65156,                 1.1977,                0.49177,                 1.5406,              0.0077725,              0.0077725,              0.0077725
                     48,                0.99441,                0.62334,                 1.2913,                0.89919,                0.89913,                0.94228,                0.65246,                 1.1994,                0.49321,                 1.5431,               0.007723,               0.007723,               0.007723
                     49,                0.98887,                0.62082,                 1.2852,                 0.9018,                0.89843,                0.94207,                0.65242,                 1.2007,                0.49235,                 1.5453,              0.0076735,              0.0076735,              0.0076735
                     50,                 0.9865,                0.62018,                 1.2837,                0.90335,                0.89523,                0.94209,                0.65134,                 1.2016,                0.49063,                 1.5467,               0.007624,               0.007624,               0.007624
                     51,                0.98294,                0.61483,                 1.2806,                0.90446,                0.89438,                0.94262,                0.65128,                 1.2023,                 0.4899,                 1.5484,              0.0075745,              0.0075745,              0.0075745
                     52,                0.97996,                0.61214,                 1.2801,                0.90278,                0.89714,                 0.9423,                0.65036,                 1.2033,                0.49012,                 1.5506,               0.007525,               0.007525,               0.007525
                     53,                 0.9782,                0.61096,                 1.2783,                0.91262,                0.88921,                0.94249,                0.65048,                 1.2042,                 0.4906,                 1.5525,              0.0074755,              0.0074755,              0.0074755
                     54,                0.97405,                  0.607,                 1.2752,                0.91439,                0.88652,                0.94203,                 0.6502,                 1.2061,                 0.4907,                 1.5553,               0.007426,               0.007426,               0.007426
                     55,                0.97198,                0.60885,                 1.2753,                 0.9164,                0.88688,                0.94174,                 0.6512,                  1.207,                 0.4905,                 1.5573,              0.0073765,              0.0073765,              0.0073765
                     56,                0.96868,                0.60444,                 1.2734,                0.91974,                 0.8825,                0.94158,                0.65129,                  1.209,                0.48951,                 1.5597,               0.007327,               0.007327,               0.007327
                     57,                0.96247,                0.60002,                 1.2706,                0.92003,                0.88296,                0.94377,                0.65072,                 1.2102,                0.49006,                 1.5616,              0.0072775,              0.0072775,              0.0072775
                     58,                  0.961,                0.59908,                 1.2716,                0.92132,                0.88418,                0.94401,                0.65043,                 1.2109,                0.48891,                 1.5643,               0.007228,               0.007228,               0.007228
                     59,                0.95968,                  0.597,                 1.2676,                0.91863,                0.88304,                0.94422,                0.65135,                 1.2116,                0.48937,                 1.5667,              0.0071785,              0.0071785,              0.0071785
                     60,                  0.956,                0.59622,                 1.2657,                0.92597,                0.88049,                0.94473,                0.64999,                 1.2128,                0.48929,                 1.5682,               0.007129,               0.007129,               0.007129
                     61,                0.95681,                 0.5952,                 1.2664,                0.93263,                0.87762,                0.94424,                0.65018,                 1.2134,                0.48968,                 1.5701,              0.0070795,              0.0070795,              0.0070795
